seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	53894984	53894992	9	*	X20061	6895	53894705	53900215	5511	+	0	inside	278	TARBP2
chr12	53894984	53894992	9	*	X20061	7786	53874276	53893444	19169	-	1539	upstream	1539	MAP3K12
chr12	54332438	54332446	9	*	X20069	3229	54332576	54340328	7753	+	129	upstream	129	HOXC13
chr12	54348955	54348963	9	*	X20071	3228	54348714	54350350	1637	+	0	inside	240	HOXC12
chr12	54368671	54368679	9	*	X20072	100124700	54356092	54368740	12649	-	0	inside	60	HOTAIR
chr12	54943194	54943205	12	*	X20102	5153	54943177	54973023	29847	+	0	inside	16	PDE1B
chr12	55378555	55378567	13	*	X20104	9840	55342087	55378530	36444	-	24	upstream	24	TESPA1
chr12	56224541	56224549	9	*	X20110	85406	56151054	56224342	73289	-	198	upstream	198	DNAJC14
chr12	56224601	56224627	27	*	X20111	85406	56151054	56224342	73289	-	258	upstream	258	DNAJC14
chr12	56224648	56224656	9	*	X20112	85406	56151054	56224342	73289	-	305	upstream	305	DNAJC14
chr12	56362068	56362076	9	*	X20118	6490	56347889	56360496	12608	-	1571	upstream	1571	PMEL
chr12	56366831	56366840	10	*	X20119	5869	56367697	56390467	22771	+	856	upstream	856	RAB5B
chr12	56366847	56366855	9	*	X20120	5869	56367697	56390467	22771	+	841	upstream	841	RAB5B
chr12	56366871	56366879	9	*	X20121	5869	56367697	56390467	22771	+	817	upstream	817	RAB5B
chr12	56366928	56366936	9	*	X20122	5869	56367697	56390467	22771	+	760	upstream	760	RAB5B
chr12	56366955	56366964	10	*	X20123	5869	56367697	56390467	22771	+	732	upstream	732	RAB5B
chr12	56473892	56473903	12	*	X20133	2065	56473809	56497291	23483	+	0	inside	82	ERBB3
chr12	56710051	56710059	9	*	X20137	10330	56704213	56710128	5916	-	0	inside	68	CNPY2
chr12	56842947	56842958	12	*	X20138	8914	56810157	56843200	33044	-	0	inside	241	TIMELESS
chr12	57082039	57082052	14	*	X20140	10728	57057125	57082078	24954	-	0	inside	25	PTGES3
chr12	57082116	57082126	11	*	X20141	10728	57057125	57082078	24954	-	37	upstream	37	PTGES3
chr12	57146922	57146932	11	*	X20143	5557	57125364	57146146	20783	-	775	upstream	775	PRIM1
chr12	57388537	57388557	21	*	X20147	11318	57388355	57390469	2115	+	0	inside	181	GPR182
chr12	57482033	57482041	9	*	X20151	4665	57482677	57489259	6583	+	635	upstream	635	NAB2
chr12	57482242	57482250	9	*	X20152	4665	57482677	57489259	6583	+	426	upstream	426	NAB2
chr12	57482366	57482378	13	*	X20153	4665	57482677	57489259	6583	+	298	upstream	298	NAB2
chr12	57634347	57634363	17	*	X20179	56901	57628686	57634475	5790	-	0	inside	111	NDUFA4L2
chr12	57634366	57634381	16	*	X20180	56901	57628686	57634475	5790	-	0	inside	93	NDUFA4L2
chr12	57636036	57636044	9	*	X20181	56901	57628686	57634475	5790	-	1560	upstream	1560	NDUFA4L2
chr12	57824944	57824954	11	*	X20185	22864	57643354	57824788	181435	-	155	upstream	155	R3HDM2
chr12	57825395	57825403	9	*	X20186	22864	57643354	57824788	181435	-	606	upstream	606	R3HDM2
chr12	57941476	57941487	12	*	X20189	10540	57923833	57941114	17282	-	361	upstream	361	DCTN2
chr12	58013646	58013655	10	*	X20191	65012	58013693	58019934	6242	+	37	upstream	37	SLC26A10
chr12	58148648	58148657	10	*	X20193	92979	58148881	58154193	5313	+	223	upstream	223	MARCHF9
chr12	58166668	58166677	10	*	X20194	25895	58166383	58176324	9942	+	0	inside	284	EEF1AKMT3
chr12	58166668	58166677	10	*	X20194	4234	58162351	58165914	3564	-	753	upstream	753	METTL1
chr12	58241531	58241542	12	*	X20201	10106	58213710	58240747	27038	-	783	upstream	783	CTDSP2
chr12	59314119	59314128	10	*	X20205	121227	59265937	59314319	48383	-	0	inside	190	LRIG3
chr12	64237723	64237732	10	*	X20220	57522	64238541	64541613	303073	+	808	upstream	808	SRGAP1
chr12	64237767	64237779	13	*	X20221	57522	64238541	64541613	303073	+	761	upstream	761	SRGAP1
chr12	64845829	64845843	15	*	X20222	29110	64845840	64895899	50060	+	0	overlapStart	0	TBK1
chr12	66217505	66217512	8	*	X20234	8091	66217437	66360071	142635	+	0	inside	67	HMGA2
chr12	66217578	66217586	9	*	X20235	8091	66217437	66360071	142635	+	0	inside	140	HMGA2
chr12	66583117	66583125	9	*	X20237	11213	66582978	66648394	65417	+	0	inside	138	IRAK3
chr12	69753453	69753462	10	*	X20249	8089	69753532	69784576	31045	+	69	upstream	69	YEATS4
chr12	69753472	69753480	9	*	X20250	8089	69753532	69784576	31045	+	51	upstream	51	YEATS4
chr12	70132212	70132225	14	*	X20255	117177	70132631	70216984	84354	+	405	upstream	405	RAB3IP
chr12	72233392	72233402	11	*	X20262	64786	72233487	72320629	87143	+	84	upstream	84	TBC1D15
chr12	74686909	74686917	9	*	X20265	100507377	74526956	74686411	159456	-	497	upstream	497	LOC100507377
chr12	75784862	75784872	11	*	X20266	144321	75784850	75826177	41328	+	0	inside	11	GLIPR1L2
chr12	75784862	75784872	11	*	X20266	84698	75669759	75784702	114944	-	159	upstream	159	CAPS2
chr12	83079999	83080009	11	*	X20286	160335	83080934	83528067	447134	+	924	upstream	924	TMTC2
chr12	94854803	94854812	10	*	X20331	51134	94702056	94853764	151709	-	1038	upstream	1038	CEP83
chr12	95468239	95468240	2	*	X20332	7181	95414005	95467404	53400	-	834	upstream	834	NR2C1
chr12	96794181	96794190	10	*	X20342	5128	96672039	96794366	122328	-	0	inside	175	CDK17
chr12	98986785	98986797	13	*	X20347	5250	98987403	98995778	8376	+	605	upstream	605	SLC25A3
chr12	100378660	100378671	12	*	X20348	56899	99128569	100378432	1249864	-	227	upstream	227	ANKS1B
chr12	100592536	100592583	48	*	X20351	64431	100593865	100635629	41765	+	1281	upstream	1281	ACTR6
chr12	102456271	102456283	13	*	X20353	51019	102406717	102455899	49183	-	371	upstream	371	WASHC3
chr12	104850576	104850584	9	*	X20370	50515	104850692	105155792	305101	+	107	upstream	107	CHST11
chr12	106695705	106695714	10	*	X20404	255394	106696581	106740792	44212	+	866	upstream	866	TCP11L2
chr12	107349452	107349462	11	*	X20410	90488	107349544	107367813	18270	+	81	upstream	81	TMEM263
chr12	109250795	109250803	9	*	X20447	1610	109252708	109294710	42003	+	1904	upstream	1904	DAO
chr12	109250901	109250910	10	*	X20448	1610	109252708	109294710	42003	+	1797	upstream	1797	DAO
chr12	109251126	109251134	9	*	X20449	1610	109252708	109294710	42003	+	1573	upstream	1573	DAO
chr12	109251126	109251134	9	*	X20449	54434	109176466	109251359	74894	-	0	inside	224	SSH1
chr12	109251588	109251596	9	*	X20450	1610	109252708	109294710	42003	+	1111	upstream	1111	DAO
chr12	109251588	109251596	9	*	X20450	54434	109176466	109251359	74894	-	228	upstream	228	SSH1
chr12	109251638	109251646	9	*	X20451	1610	109252708	109294710	42003	+	1061	upstream	1061	DAO
chr12	109251638	109251646	9	*	X20451	54434	109176466	109251359	74894	-	278	upstream	278	SSH1
chr12	109747850	109747858	9	*	X20459	121643	109715783	109747025	31243	-	824	upstream	824	FOXN4
chr12	110434176	110434187	12	*	X20467	9815	110367607	110434194	66588	-	0	inside	6	GIT2
chr12	110887991	110888000	10	*	X20475	10094	110872706	110888158	15453	-	0	inside	157	ARPC3
chr12	110906657	110906667	11	*	X20477	51184	110890291	110906526	16236	-	130	upstream	130	GPN3
chr12	110939567	110939575	9	*	X20478	144715	110940005	110969891	29887	+	429	upstream	429	RAD9B
chr12	111181504	111181512	9	*	X20486	5501	111157613	111180783	23171	-	720	upstream	720	PPP1CC
chr12	112124978	112124990	13	*	X20491	8315	112079950	112123790	43841	-	1187	upstream	1187	BRAP
chr12	112449146	112449155	10	*	X20494	10961	112451152	112461024	9873	+	1996	upstream	1996	ERP29
chr12	112449158	112449168	11	*	X20495	10961	112451152	112461024	9873	+	1983	upstream	1983	ERP29
chr12	112546600	112546611	12	*	X20496	80018	112464493	112546635	82143	-	0	inside	23	NAA25
chr12	113623393	113623401	9	*	X20512	84934	113623555	113630119	6565	+	153	upstream	153	RITA1
chr12	113623393	113623401	9	*	X20512	79039	113594978	113623284	28307	-	108	upstream	108	DDX54
chr12	113860322	113860331	10	*	X20519	113675	113860216	113876081	15866	+	0	inside	105	SDSL
chr12	115122236	115122247	12	*	X20557	6926	115108059	115121969	13911	-	266	upstream	266	TBX3
chr12	117628286	117628300	15	*	X20591	23014	117581585	117628300	46716	-	0	inside	0	FBXO21
chr12	118406883	118406891	9	*	X20592	283455	117890817	118406028	515212	-	854	upstream	854	KSR2
chr12	118541525	118541533	9	*	X20596	54621	118501398	118541810	40413	-	0	inside	276	VSIG10
chr12	118572905	118572944	40	*	X20597	5037	118573870	118583390	9521	+	925	upstream	925	PEBP1
chr12	119419352	119419360	9	*	X20607	84530	119419300	119600856	181557	+	0	inside	51	SRRM4
chr12	119616752	119616760	9	*	X20608	26353	119616595	119632551	15957	+	0	inside	156	HSPB8
chr12	120314880	120314889	10	*	X20610	11113	120123595	120315095	191501	-	0	inside	205	CIT
chr12	120427660	120427668	9	*	X20611	92558	120427648	120532299	104652	+	0	inside	11	BICDL1
chr12	120554726	120554735	10	*	X20615	11021	120532899	120554643	21745	-	82	upstream	82	RAB35
chr12	121163494	121163502	9	*	X20628	35	121163571	121177811	14241	+	68	upstream	68	ACADS
chr12	121456018	121456027	10	*	X20631	64897	121440848	121454300	13453	-	1717	upstream	1717	C12orf43
chr12	122018916	122018926	11	*	X20647	84678	121866900	122018920	152021	-	0	overlapStart	0	KDM2B
chr12	122150593	122150603	11	*	X20650	144404	122150658	122219974	69317	+	54	upstream	54	TMEM120B
chr12	122150662	122150670	9	*	X20651	144404	122150658	122219974	69317	+	0	inside	3	TMEM120B
chr12	122242573	122242573	1	*	X20656	23067	122242638	122270562	27925	+	64	upstream	64	SETD1B
chr12	122242573	122242573	1	*	X20656	338799	122233173	122241390	8218	-	1182	upstream	1182	LINC01089
chr12	122326563	122326571	9	*	X20660	5715	122326637	122355771	29135	+	65	upstream	65	PSMD9
chr12	122326563	122326571	9	*	X20660	3242	122277433	122326517	49085	-	45	upstream	45	HPD
chr12	122459573	122459581	9	*	X20663	605	122459861	122499950	40090	+	279	upstream	279	BCL7A
chr12	122459824	122459835	12	*	X20664	605	122459861	122499950	40090	+	25	upstream	25	BCL7A
chr12	122459838	122459864	27	*	X20665	605	122459861	122499950	40090	+	0	overlapStart	0	BCL7A
chr12	122459867	122459878	12	*	X20666	605	122459861	122499950	40090	+	0	inside	5	BCL7A
chr12	122688141	122688149	9	*	X20672	79369	122688228	122692084	3857	+	78	upstream	78	B3GNT4
chr12	122986107	122986115	9	*	X20676	55596	122956146	122985543	29398	-	563	upstream	563	ZCCHC8
chr12	123215018	123215026	9	*	X20677	27198	123212153	123215129	2977	-	0	inside	102	HCAR1
chr12	123921124	123921132	9	*	X20702	196383	123899936	123921264	21329	-	0	inside	131	RILPL2
chr12	125052338	125052349	12	*	X20759	9612	124808957	125052010	243054	-	327	upstream	327	NCOR2
chr12	125052354	125052362	9	*	X20760	9612	124808957	125052010	243054	-	343	upstream	343	NCOR2
chr12	125052365	125052379	15	*	X20761	9612	124808957	125052010	243054	-	354	upstream	354	NCOR2
chr12	125052979	125052991	13	*	X20762	9612	124808957	125052010	243054	-	968	upstream	968	NCOR2
chr12	130645575	130645583	9	*	X20822	11211	130647004	130650285	3282	+	1420	upstream	1420	FZD10
chr12	130645898	130645906	9	*	X20823	11211	130647004	130650285	3282	+	1097	upstream	1097	FZD10
chr12	131356117	131356127	11	*	X20844	5901	131356617	131360826	4210	+	489	upstream	489	RAN
chr12	131438269	131438293	25	*	X20849	283383	131438452	131626008	187557	+	158	upstream	158	ADGRD1
chr12	132378265	132378277	13	*	X20883	8408	132379279	132407707	28429	+	1001	upstream	1001	ULK1
chr12	132628069	132628077	9	*	X20889	79050	132628993	132636986	7994	+	915	upstream	915	NOC4L
chr12	132629433	132629441	9	*	X20890	317781	132621140	132628880	7741	-	552	upstream	552	DDX51
chr12	132630458	132630466	9	*	X20891	317781	132621140	132628880	7741	-	1577	upstream	1577	DDX51
chr12	133186790	133186799	10	*	X20975	100507055	133179736	133187037	7302	-	0	inside	237	LRCOL1
chr12	133464736	133464745	10	*	X21002	55743	133416938	133464204	47267	-	531	upstream	531	CHFR
chr13	20734879	20734888	10	*	X21009	2700	20712395	20735183	22789	-	0	inside	294	GJA3
chr13	20735106	20735114	9	*	X21010	2700	20712395	20735183	22789	-	0	inside	68	GJA3
chr13	20735125	20735134	10	*	X21011	2700	20712395	20735183	22789	-	0	inside	48	GJA3
chr13	20735280	20735288	9	*	X21012	2700	20712395	20735183	22789	-	96	upstream	96	GJA3
chr13	20735363	20735372	10	*	X21013	2700	20712395	20735183	22789	-	179	upstream	179	GJA3
chr13	21348065	21348075	11	*	X21019	221143	21303073	21348095	45023	-	0	inside	19	EEF1AKMT1
chr13	22244010	22244050	41	*	X21028	2254	22245215	22278640	33426	+	1164	upstream	1164	FGF9
chr13	22244685	22244711	27	*	X21029	2254	22245215	22278640	33426	+	503	upstream	503	FGF9
chr13	22244758	22244766	9	*	X21030	2254	22245215	22278640	33426	+	448	upstream	448	FGF9
chr13	25945497	25945513	17	*	X21046	51761	25946209	26595420	649212	+	695	upstream	695	ATP8A2
chr13	25945521	25945537	17	*	X21047	51761	25946209	26595420	649212	+	671	upstream	671	ATP8A2
chr13	25945548	25945567	20	*	X21048	51761	25946209	26595420	649212	+	641	upstream	641	ATP8A2
chr13	25945575	25945600	26	*	X21049	51761	25946209	26595420	649212	+	608	upstream	608	ATP8A2
chr13	28194124	28194134	11	*	X21089	51082	28194880	28241559	46680	+	745	upstream	745	POLR1D
chr13	30948152	30948163	12	*	X21113	100188949	30914407	30948036	33630	-	115	upstream	115	LINC00426
chr13	32889568	32889576	9	*	X21118	675	32889617	32973809	84193	+	40	upstream	40	BRCA2
chr13	33160396	33160406	11	*	X21119	23047	33160564	33352158	191595	+	157	upstream	157	PDS5B
chr13	33160430	33160443	14	*	X21120	23047	33160564	33352158	191595	+	120	upstream	120	PDS5B
chr13	36788671	36788680	10	*	X21124	54937	36742345	36788752	46408	-	0	inside	71	SOHLH2
chr13	36920503	36920512	10	*	X21125	100507135	36920568	36943872	23305	+	55	upstream	55	SPART-AS1
chr13	36920655	36920664	10	*	X21126	100507135	36920568	36943872	23305	+	0	inside	86	SPART-AS1
chr13	37494549	37494557	9	*	X21127	4093	37418968	37494409	75442	-	139	upstream	139	SMAD9
chr13	38444809	38444821	13	*	X21128	7223	38210773	38443939	233167	-	869	upstream	869	TRPC4
chr13	38444824	38444837	14	*	X21129	7223	38210773	38443939	233167	-	884	upstream	884	TRPC4
chr13	38444946	38444957	12	*	X21130	7223	38210773	38443939	233167	-	1006	upstream	1006	TRPC4
chr13	38444962	38444971	10	*	X21131	7223	38210773	38443939	233167	-	1022	upstream	1022	TRPC4
chr13	40177062	40177071	10	*	X21134	10186	39917029	40177356	260328	-	0	inside	284	LHFPL6
chr13	41345976	41345999	24	*	X21136	10240	41303432	41345347	41916	-	628	upstream	628	MRPS31
chr13	41634277	41634286	10	*	X21139	11193	41635697	41658139	22443	+	1410	upstream	1410	WBP4
chr13	43566126	43566134	9	*	X21157	94240	43460524	43566407	105884	-	0	inside	272	EPSTI1
chr13	45151944	45151952	9	*	X21163	8848	45006279	45150701	144423	-	1242	upstream	1242	TSC22D1
chr13	45916922	45916930	9	*	X21166	7178	45911304	45915297	3994	-	1624	upstream	1624	TPT1
chr13	46189835	46189843	9	*	X21169	220081	46115432	46189874	74443	-	0	inside	30	ERICH6B
chr13	46189934	46189946	13	*	X21170	220081	46115432	46189874	74443	-	59	upstream	59	ERICH6B
chr13	50068439	50068448	10	*	X21185	51131	50069801	50103117	33317	+	1352	upstream	1352	PHF11
chr13	50588046	50588064	19	*	X21191	283518	50589390	50595058	5669	+	1325	upstream	1325	KCNRG
chr13	50700158	50700167	10	*	X21194	8847	50556688	50699677	142990	-	480	upstream	480	DLEU2
chr13	51796161	51796170	10	*	X21202	220108	51796470	51858377	61908	+	299	upstream	299	FAM124A
chr13	51796188	51796197	10	*	X21203	220108	51796470	51858377	61908	+	272	upstream	272	FAM124A
chr13	51796217	51796225	9	*	X21204	220108	51796470	51858377	61908	+	244	upstream	244	FAM124A
chr13	51796352	51796361	10	*	X21205	220108	51796470	51858377	61908	+	108	upstream	108	FAM124A
chr13	51796364	51796373	10	*	X21206	220108	51796470	51858377	61908	+	96	upstream	96	FAM124A
chr13	51796389	51796401	13	*	X21207	220108	51796470	51858377	61908	+	68	upstream	68	FAM124A
chr13	52585948	52585958	11	*	X21222	440138	52586523	52591849	5327	+	564	upstream	564	ALG11
chr13	52585948	52585958	11	*	X21222	9724	52586523	52607736	21214	+	564	upstream	564	UTP14C
chr13	52585948	52585958	11	*	X21222	540	52506806	52585630	78825	-	317	upstream	317	ATP7B
chr13	53313927	53313934	8	*	X21227	11061	53277400	53313947	36548	-	0	inside	12	CNMD
chr13	67805301	67805309	9	*	X21231	5101	66876966	67804468	927503	-	832	upstream	832	PCDH9
chr13	79177852	79177865	14	*	X21251	5457	79173230	79177695	4466	-	156	upstream	156	POU4F1
chr13	79178057	79178066	10	*	X21252	5457	79173230	79177695	4466	-	361	upstream	361	POU4F1
chr13	79178075	79178079	5	*	X21253	5457	79173230	79177695	4466	-	379	upstream	379	POU4F1
chr13	79178687	79178723	37	*	X21254	5457	79173230	79177695	4466	-	991	upstream	991	POU4F1
chr13	80055179	80055187	9	*	X21261	54602	80055259	80130212	74954	+	71	upstream	71	NDFIP2
chr13	80055179	80055187	9	*	X21261	100874208	80051499	80055366	3868	-	0	inside	178	NDFIP2-AS1
chr13	91999638	91999648	11	*	X21264	407975	92000074	92006829	6756	+	425	upstream	425	MIR17HG
chr13	93879200	93879210	11	*	X21265	10082	93879078	95060273	1181196	+	0	inside	121	GPC6
chr13	93879242	93879253	12	*	X21266	10082	93879078	95060273	1181196	+	0	inside	163	GPC6
chr13	95365668	95365677	10	*	X21275	11166	95361879	95364389	2511	-	1278	upstream	1278	SOX21
chr13	95954001	95954009	9	*	X21278	10257	95672083	95953687	281605	-	313	upstream	313	ABCC4
chr13	95954598	95954621	24	*	X21279	10257	95672083	95953687	281605	-	910	upstream	910	ABCC4
chr13	96742394	96742402	9	*	X21283	266722	96743093	97491816	748724	+	690	upstream	690	HS6ST3
chr13	96742591	96742599	9	*	X21284	266722	96743093	97491816	748724	+	493	upstream	493	HS6ST3
chr13	97793854	97793865	12	*	X21285	10150	97794090	98046374	252285	+	224	upstream	224	MBNL2
chr13	98795007	98795016	10	*	X21298	10160	98794816	99102023	307208	+	0	inside	190	FARP1
chr13	100624278	100624286	9	*	X21330	85416	100615275	100624178	8904	-	99	upstream	99	ZIC5
chr13	100633760	100633769	10	*	X21331	7546	100634026	100639019	4994	+	256	upstream	256	ZIC2
chr13	100633848	100633865	18	*	X21332	7546	100634026	100639019	4994	+	160	upstream	160	ZIC2
chr13	101241135	101241145	11	*	X21336	87769	101182418	101241046	58629	-	88	upstream	88	GGACT
chr13	101241409	101241417	9	*	X21337	87769	101182418	101241046	58629	-	362	upstream	362	GGACT
chr13	103426145	103426158	14	*	X21342	93081	103418463	103426149	7687	-	0	overlapStart	0	TEX30
chr13	107187514	107187523	10	*	X21343	1948	107142079	107187388	45310	-	125	upstream	125	EFNB2
chr13	107188243	107188252	10	*	X21344	1948	107142079	107187388	45310	-	854	upstream	854	EFNB2
chr13	107188788	107188796	9	*	X21345	1948	107142079	107187388	45310	-	1399	upstream	1399	EFNB2
chr13	108520391	108520399	9	*	X21346	728215	107820879	108519460	698582	-	930	upstream	930	FAM155A
chr13	110440163	110440171	9	*	X21354	8660	110406184	110438914	32731	-	1248	upstream	1248	IRS2
chr13	111214033	111214045	13	*	X21395	55647	111175413	111214071	38659	-	0	inside	25	RAB20
chr13	111215809	111215817	9	*	X21396	55647	111175413	111214071	38659	-	1737	upstream	1737	RAB20
chr13	111267328	111267336	9	*	X21399	55739	111267807	111292342	24536	+	470	upstream	470	NAXD
chr13	111522481	111522489	9	*	X21408	283487	111516334	111522655	6322	-	0	inside	165	LINC00346
chr13	111766860	111766869	10	*	X21442	8874	111767624	111958081	190458	+	754	upstream	754	ARHGEF7
chr13	111972884	111972893	10	*	X21443	121793	111973015	111996594	23580	+	121	upstream	121	TEX29
chr13	113242345	113242353	9	*	X21448	10426	113139328	113242481	103154	-	0	inside	127	TUBGCP3
chr13	113242511	113242519	9	*	X21449	10426	113139328	113242481	103154	-	29	upstream	29	TUBGCP3
chr13	113242727	113242735	9	*	X21450	10426	113139328	113242481	103154	-	245	upstream	245	TUBGCP3
chr13	113243207	113243215	9	*	X21451	10426	113139328	113242481	103154	-	725	upstream	725	TUBGCP3
chr13	113811666	113811674	9	*	X21479	8858	113812968	113826698	13731	+	1293	upstream	1293	PROZ
chr13	113863340	113863348	9	*	X21481	8451	113863086	113919392	56307	+	0	inside	253	CUL4A
chr13	113863340	113863348	9	*	X21481	55795	113831853	113863029	31177	-	310	upstream	310	PCID2
chr13	114108070	114108078	9	*	X21505	113622	114076260	114107839	31580	-	230	upstream	230	ADPRHL1
chr13	114237630	114237645	16	*	X21509	7027	114239003	114295788	56786	+	1357	upstream	1357	TFDP1
chr13	114237735	114237746	12	*	X21510	7027	114239003	114295788	56786	+	1256	upstream	1256	TFDP1
chr13	114237749	114237757	9	*	X21511	7027	114239003	114295788	56786	+	1245	upstream	1245	TFDP1
chr13	114237787	114237796	10	*	X21512	7027	114239003	114295788	56786	+	1206	upstream	1206	TFDP1
chr13	114237816	114237824	9	*	X21513	7027	114239003	114295788	56786	+	1178	upstream	1178	TFDP1
chr13	114237856	114237866	11	*	X21514	7027	114239003	114295788	56786	+	1136	upstream	1136	TFDP1
chr13	114237905	114237913	9	*	X21515	7027	114239003	114295788	56786	+	1089	upstream	1089	TFDP1
chr13	114237984	114237995	12	*	X21516	7027	114239003	114295788	56786	+	1007	upstream	1007	TFDP1
chr13	114237999	114238007	9	*	X21517	7027	114239003	114295788	56786	+	995	upstream	995	TFDP1
chr13	114238028	114238037	10	*	X21518	7027	114239003	114295788	56786	+	965	upstream	965	TFDP1
chr13	114238041	114238049	9	*	X21519	7027	114239003	114295788	56786	+	953	upstream	953	TFDP1
chr13	114238070	114238079	10	*	X21520	7027	114239003	114295788	56786	+	923	upstream	923	TFDP1
chr13	114238083	114238091	9	*	X21521	7027	114239003	114295788	56786	+	911	upstream	911	TFDP1
chr13	114238112	114238122	11	*	X21522	7027	114239003	114295788	56786	+	880	upstream	880	TFDP1
chr13	114238125	114238133	9	*	X21523	7027	114239003	114295788	56786	+	869	upstream	869	TFDP1
chr13	114238165	114238172	8	*	X21524	7027	114239003	114295788	56786	+	830	upstream	830	TFDP1
chr13	114238358	114238368	11	*	X21525	7027	114239003	114295788	56786	+	634	upstream	634	TFDP1
chr13	114238371	114238379	9	*	X21526	7027	114239003	114295788	56786	+	623	upstream	623	TFDP1
chr13	114238400	114238410	11	*	X21527	7027	114239003	114295788	56786	+	592	upstream	592	TFDP1
chr13	114238413	114238421	9	*	X21528	7027	114239003	114295788	56786	+	581	upstream	581	TFDP1
chr13	114238442	114238452	11	*	X21529	7027	114239003	114295788	56786	+	550	upstream	550	TFDP1
chr13	114238455	114238463	9	*	X21530	7027	114239003	114295788	56786	+	539	upstream	539	TFDP1
chr13	114238484	114238493	10	*	X21531	7027	114239003	114295788	56786	+	509	upstream	509	TFDP1
chr13	114238497	114238505	9	*	X21532	7027	114239003	114295788	56786	+	497	upstream	497	TFDP1
chr13	114238522	114238530	9	*	X21533	7027	114239003	114295788	56786	+	472	upstream	472	TFDP1
chr13	114238539	114238547	9	*	X21534	7027	114239003	114295788	56786	+	455	upstream	455	TFDP1
chr13	114238564	114238577	14	*	X21535	7027	114239003	114295788	56786	+	425	upstream	425	TFDP1
chr13	114238606	114238617	12	*	X21536	7027	114239003	114295788	56786	+	385	upstream	385	TFDP1
chr13	114238638	114238647	10	*	X21537	7027	114239003	114295788	56786	+	355	upstream	355	TFDP1
chr13	114238678	114238689	12	*	X21538	7027	114239003	114295788	56786	+	313	upstream	313	TFDP1
chr13	114238778	114238789	12	*	X21539	7027	114239003	114295788	56786	+	213	upstream	213	TFDP1
chr13	114238824	114238844	21	*	X21540	7027	114239003	114295788	56786	+	158	upstream	158	TFDP1
chr13	114238847	114238858	12	*	X21541	7027	114239003	114295788	56786	+	144	upstream	144	TFDP1
chr13	114565298	114565306	9	*	X21571	100506394	114567150	114569805	2656	+	1843	upstream	1843	GAS6-DT
chr13	114898513	114898524	12	*	X21608	22821	114747194	114898095	150902	-	417	upstream	417	RASA3
chr13	114899620	114899628	9	*	X21609	22821	114747194	114898095	150902	-	1524	upstream	1524	RASA3
chr13	114899804	114899814	11	*	X21610	22821	114747194	114898095	150902	-	1708	upstream	1708	RASA3
chr13	115000043	115000051	9	*	X21630	8881	115000362	115038150	37789	+	310	upstream	310	CDC16
chr13	115079967	115079975	9	*	X21632	283489	115079965	115092803	12839	+	0	inside	1	CHAMP1
chr14	20584489	20584499	11	*	X21634	390436	20585566	20586597	1032	+	1066	upstream	1066	OR4K17
chr14	20584514	20584523	10	*	X21635	390436	20585566	20586597	1032	+	1042	upstream	1042	OR4K17
chr14	21537196	21537204	9	*	X21648	55701	21538527	21558036	19510	+	1322	upstream	1322	ARHGEF40
chr14	21738511	21738519	9	*	X21651	3183	21677296	21737638	60343	-	872	upstream	872	HNRNPC
chr14	23352231	23352239	9	*	X21660	161253	23352432	23356889	4458	+	192	upstream	192	REM2
chr14	23352376	23352385	10	*	X21661	161253	23352432	23356889	4458	+	46	upstream	46	REM2
chr14	23352465	23352494	30	*	X21662	161253	23352432	23356889	4458	+	0	inside	32	REM2
chr14	23451919	23451928	10	*	X21666	84962	23440410	23451848	11439	-	70	upstream	70	AJUBA
chr14	23479337	23479347	11	*	X21669	60686	23456110	23479360	23251	-	0	inside	12	C14orf93
chr14	23479447	23479455	9	*	X21670	60686	23456110	23479360	23251	-	86	upstream	86	C14orf93
chr14	23563322	23563333	12	*	X21677	55017	23564683	23569665	4983	+	1349	upstream	1349	C14orf119
chr14	23563336	23563347	12	*	X21678	55017	23564683	23569665	4983	+	1335	upstream	1335	C14orf119
chr14	23772696	23772724	29	*	X21695	90673	23765130	23772057	6928	-	638	upstream	638	PPP1R3E
chr14	23834936	23834945	10	*	X21696	10278	23825609	23834842	9234	-	93	upstream	93	EFS
chr14	23845058	23845070	13	*	X21697	116173	23846017	23848981	2965	+	946	upstream	946	CMTM5
chr14	24561724	24561732	9	*	X21705	5106	24563483	24573339	9857	+	1750	upstream	1750	PCK2
chr14	24712904	24712916	13	*	X21708	26277	24708851	24711880	3030	-	1023	upstream	1023	TINF2
chr14	24740847	24740856	10	*	X21710	5875	24734744	24740833	6090	-	13	upstream	13	RABGGTA
chr14	24740937	24740946	10	*	X21711	5875	24734744	24740833	6090	-	103	upstream	103	RABGGTA
chr14	24742276	24742284	9	*	X21712	5875	24734744	24740833	6090	-	1442	upstream	1442	RABGGTA
chr14	24742295	24742304	10	*	X21713	5875	24734744	24740833	6090	-	1461	upstream	1461	RABGGTA
chr14	24768378	24768387	10	*	X21716	161424	24769098	24774374	5277	+	710	upstream	710	NOP9
chr14	24836243	24836253	11	*	X21722	4776	24836145	24848810	12666	+	0	inside	97	NFATC4
chr14	24898618	24898626	9	*	X21724	23351	24898492	24910547	12056	+	0	inside	125	KHNYN
chr14	24898618	24898626	9	*	X21724	643866	24895740	24898731	2992	-	0	inside	104	CBLN3
